nameOfIssuer,nameOfIssuer_link,cusip,value,fund_name
APOGEE ENTERPRISES INC,"<a href=""http://www.google.com/search?q=stock price APOGEE ENTERPRISES INC"" 
        target=""_blank"">APOGEE ENTERPRISES INC</a>",037598109,854560,['CITADEL ADVISORS LLC']
DENTSPLY SIRONA INC,"<a href=""http://www.google.com/search?q=stock price DENTSPLY SIRONA INC"" 
        target=""_blank"">DENTSPLY SIRONA INC</a>",24906P109,854160,['CITADEL ADVISORS LLC']
IDEX CORP,"<a href=""http://www.google.com/search?q=stock price IDEX CORP"" 
        target=""_blank"">IDEX CORP</a>",45167R104,846729,['CITADEL ADVISORS LLC']
SYLVAMO CORP,"<a href=""http://www.google.com/search?q=stock price SYLVAMO CORP"" 
        target=""_blank"">SYLVAMO CORP</a>",871332102,846018,['CITADEL ADVISORS LLC']
RB GLOBAL INC,"<a href=""http://www.google.com/search?q=stock price RB GLOBAL INC"" 
        target=""_blank"">RB GLOBAL INC</a>",74935Q107,845490,['CITADEL ADVISORS LLC']
STITCH FIX INC,"<a href=""http://www.google.com/search?q=stock price STITCH FIX INC"" 
        target=""_blank"">STITCH FIX INC</a>",860897107,842877,['CITADEL ADVISORS LLC']
PITNEY BOWES INC,"<a href=""http://www.google.com/search?q=stock price PITNEY BOWES INC"" 
        target=""_blank"">PITNEY BOWES INC</a>",724479100,839960,['CITADEL ADVISORS LLC']
VANGUARD SCOTTSDALE FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD SCOTTSDALE FDS"" 
        target=""_blank"">VANGUARD SCOTTSDALE FDS</a>",92206C771,839116,['CITADEL ADVISORS LLC']
UNIVERSAL INS HLDGS INC,"<a href=""http://www.google.com/search?q=stock price UNIVERSAL INS HLDGS INC"" 
        target=""_blank"">UNIVERSAL INS HLDGS INC</a>",91359V107,837352,['CITADEL ADVISORS LLC']
HALEON PLC,"<a href=""http://www.google.com/search?q=stock price HALEON PLC"" 
        target=""_blank"">HALEON PLC</a>",405552100,836168,['CITADEL ADVISORS LLC']
VANGUARD SCOTTSDALE FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD SCOTTSDALE FDS"" 
        target=""_blank"">VANGUARD SCOTTSDALE FDS</a>",92206C664,835330,['CITADEL ADVISORS LLC']
CUBESMART,"<a href=""http://www.google.com/search?q=stock price CUBESMART"" 
        target=""_blank"">CUBESMART</a>",229663109,834300,['CITADEL ADVISORS LLC']
VERACYTE INC,"<a href=""http://www.google.com/search?q=stock price VERACYTE INC"" 
        target=""_blank"">VERACYTE INC</a>",92337F107,833553,['CITADEL ADVISORS LLC']
ENERGIZER HLDGS INC NEW,"<a href=""http://www.google.com/search?q=stock price ENERGIZER HLDGS INC NEW"" 
        target=""_blank"">ENERGIZER HLDGS INC NEW</a>",29272W109,833184,['CITADEL ADVISORS LLC']
RECURSION PHARMACEUTICALS IN,"<a href=""http://www.google.com/search?q=stock price RECURSION PHARMACEUTICALS IN"" 
        target=""_blank"">RECURSION PHARMACEUTICALS IN</a>",75629V104,833170,['CITADEL ADVISORS LLC']
SCIENCE APPLICATIONS INTL CO,"<a href=""http://www.google.com/search?q=stock price SCIENCE APPLICATIONS INTL CO"" 
        target=""_blank"">SCIENCE APPLICATIONS INTL CO</a>",808625107,832944,"['CITADEL ADVISORS LLC', 'TWO SIGMA INVESTMENTS, LP']"
AZZ INC,"<a href=""http://www.google.com/search?q=stock price AZZ INC"" 
        target=""_blank"">AZZ INC</a>",002474104,830687,['CITADEL ADVISORS LLC']
NCR VOYIX CORPORATION,"<a href=""http://www.google.com/search?q=stock price NCR VOYIX CORPORATION"" 
        target=""_blank"">NCR VOYIX CORPORATION</a>",62886E108,828590,['CITADEL ADVISORS LLC']
DXC TECHNOLOGY CO,"<a href=""http://www.google.com/search?q=stock price DXC TECHNOLOGY CO"" 
        target=""_blank"">DXC TECHNOLOGY CO</a>",23355L106,827894,['CITADEL ADVISORS LLC']
NATIONAL FUEL GAS CO,"<a href=""http://www.google.com/search?q=stock price NATIONAL FUEL GAS CO"" 
        target=""_blank"">NATIONAL FUEL GAS CO</a>",636180101,827805,['CITADEL ADVISORS LLC']
VANECK ETF TRUST,"<a href=""http://www.google.com/search?q=stock price VANECK ETF TRUST"" 
        target=""_blank"">VANECK ETF TRUST</a>",92189H805,824770,['CITADEL ADVISORS LLC']
GRACO INC,"<a href=""http://www.google.com/search?q=stock price GRACO INC"" 
        target=""_blank"">GRACO INC</a>",384109104,824220,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25459Y876,824094,['CITADEL ADVISORS LLC']
CREDO TECHNOLOGY GROUP HOLDI,"<a href=""http://www.google.com/search?q=stock price CREDO TECHNOLOGY GROUP HOLDI"" 
        target=""_blank"">CREDO TECHNOLOGY GROUP HOLDI</a>",G25457105,823581,['CITADEL ADVISORS LLC']
SIMPLY GOOD FOODS CO,"<a href=""http://www.google.com/search?q=stock price SIMPLY GOOD FOODS CO"" 
        target=""_blank"">SIMPLY GOOD FOODS CO</a>",82900L102,819720,['CITADEL ADVISORS LLC']
MANCHESTER UTD PLC NEW,"<a href=""http://www.google.com/search?q=stock price MANCHESTER UTD PLC NEW"" 
        target=""_blank"">MANCHESTER UTD PLC NEW</a>",G5784H106,819276,['CITADEL ADVISORS LLC']
FIDELITY NATIONAL FINANCIAL,"<a href=""http://www.google.com/search?q=stock price FIDELITY NATIONAL FINANCIAL"" 
        target=""_blank"">FIDELITY NATIONAL FINANCIAL</a>",31620R303,816320,['CITADEL ADVISORS LLC']
GIGACLOUD TECHNOLOGY INC,"<a href=""http://www.google.com/search?q=stock price GIGACLOUD TECHNOLOGY INC"" 
        target=""_blank"">GIGACLOUD TECHNOLOGY INC</a>",G38644103,815957,['CITADEL ADVISORS LLC']
INGREDION INC,"<a href=""http://www.google.com/search?q=stock price INGREDION INC"" 
        target=""_blank"">INGREDION INC</a>",457187102,813975,['CITADEL ADVISORS LLC']
PARK HOTELS & RESORTS INC,"<a href=""http://www.google.com/search?q=stock price PARK HOTELS & RESORTS INC"" 
        target=""_blank"">PARK HOTELS & RESORTS INC</a>",700517105,813960,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460G328,811751,['CITADEL ADVISORS LLC']
HIGHWOODS PPTYS INC,"<a href=""http://www.google.com/search?q=stock price HIGHWOODS PPTYS INC"" 
        target=""_blank"">HIGHWOODS PPTYS INC</a>",431284108,805896,['CITADEL ADVISORS LLC']
ODDITY TECH LTD,"<a href=""http://www.google.com/search?q=stock price ODDITY TECH LTD"" 
        target=""_blank"">ODDITY TECH LTD</a>",M7518J104,804969,['CITADEL ADVISORS LLC']
INVESCO EXCH TRADED FD TR II,"<a href=""http://www.google.com/search?q=stock price INVESCO EXCH TRADED FD TR II"" 
        target=""_blank"">INVESCO EXCH TRADED FD TR II</a>",46138E370,799280,['CITADEL ADVISORS LLC']
AMICUS THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price AMICUS THERAPEUTICS INC"" 
        target=""_blank"">AMICUS THERAPEUTICS INC</a>",03152W109,798897,['CITADEL ADVISORS LLC']
GENPACT LIMITED,"<a href=""http://www.google.com/search?q=stock price GENPACT LIMITED"" 
        target=""_blank"">GENPACT LIMITED</a>",G3922B107,798330,['CITADEL ADVISORS LLC']
BOWLERO CORP,"<a href=""http://www.google.com/search?q=stock price BOWLERO CORP"" 
        target=""_blank"">BOWLERO CORP</a>",10258P102,797208,['CITADEL ADVISORS LLC']
ADTALEM GLOBAL ED INC,"<a href=""http://www.google.com/search?q=stock price ADTALEM GLOBAL ED INC"" 
        target=""_blank"">ADTALEM GLOBAL ED INC</a>",00737L103,795825,['CITADEL ADVISORS LLC']
VANGUARD STAR FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD STAR FDS"" 
        target=""_blank"">VANGUARD STAR FDS</a>",921909768,794052,['CITADEL ADVISORS LLC']
NATIONAL STORAGE AFFILIATES,"<a href=""http://www.google.com/search?q=stock price NATIONAL STORAGE AFFILIATES"" 
        target=""_blank"">NATIONAL STORAGE AFFILIATES</a>",637870106,792077,['CITADEL ADVISORS LLC']
COGENT COMMUNICATIONS HLDGS,"<a href=""http://www.google.com/search?q=stock price COGENT COMMUNICATIONS HLDGS"" 
        target=""_blank"">COGENT COMMUNICATIONS HLDGS</a>",19239V302,791024,['CITADEL ADVISORS LLC']
OLYMPIC STEEL INC,"<a href=""http://www.google.com/search?q=stock price OLYMPIC STEEL INC"" 
        target=""_blank"">OLYMPIC STEEL INC</a>",68162K106,787060,['CITADEL ADVISORS LLC']
HUYA INC,"<a href=""http://www.google.com/search?q=stock price HUYA INC"" 
        target=""_blank"">HUYA INC</a>",44852D108,786168,['CITADEL ADVISORS LLC']
BANK MONTREAL MEDIUM,"<a href=""http://www.google.com/search?q=stock price BANK MONTREAL MEDIUM"" 
        target=""_blank"">BANK MONTREAL MEDIUM</a>",06368B504,784992,['CITADEL ADVISORS LLC']
CABOT CORP,"<a href=""http://www.google.com/search?q=stock price CABOT CORP"" 
        target=""_blank"">CABOT CORP</a>",127055101,784900,['CITADEL ADVISORS LLC']
BLUEBIRD BIO INC,"<a href=""http://www.google.com/search?q=stock price BLUEBIRD BIO INC"" 
        target=""_blank"">BLUEBIRD BIO INC</a>",09609G100,784530,['CITADEL ADVISORS LLC']
VERONA PHARMA PLC,"<a href=""http://www.google.com/search?q=stock price VERONA PHARMA PLC"" 
        target=""_blank"">VERONA PHARMA PLC</a>",925050106,783272,['CITADEL ADVISORS LLC']
EMBECTA CORP,"<a href=""http://www.google.com/search?q=stock price EMBECTA CORP"" 
        target=""_blank"">EMBECTA CORP</a>",29082K105,782945,['CITADEL ADVISORS LLC']
SANDSTORM GOLD LTD,"<a href=""http://www.google.com/search?q=stock price SANDSTORM GOLD LTD"" 
        target=""_blank"">SANDSTORM GOLD LTD</a>",80013R206,781159,['CITADEL ADVISORS LLC']
ZIMVIE INC,"<a href=""http://www.google.com/search?q=stock price ZIMVIE INC"" 
        target=""_blank"">ZIMVIE INC</a>",98888T107,775675,['CITADEL ADVISORS LLC']
INVESCO DB COMMDY INDX TRCK,"<a href=""http://www.google.com/search?q=stock price INVESCO DB COMMDY INDX TRCK"" 
        target=""_blank"">INVESCO DB COMMDY INDX TRCK</a>",46138B103,773604,['CITADEL ADVISORS LLC']
ENERPLUS CORP,"<a href=""http://www.google.com/search?q=stock price ENERPLUS CORP"" 
        target=""_blank"">ENERPLUS CORP</a>",292766102,767000,['CITADEL ADVISORS LLC']
MICROVISION INC DEL,"<a href=""http://www.google.com/search?q=stock price MICROVISION INC DEL"" 
        target=""_blank"">MICROVISION INC DEL</a>",594960304,763952,['CITADEL ADVISORS LLC']
SINCLAIR INC,"<a href=""http://www.google.com/search?q=stock price SINCLAIR INC"" 
        target=""_blank"">SINCLAIR INC</a>",829242106,763558,['CITADEL ADVISORS LLC']
VANECK ETF TRUST,"<a href=""http://www.google.com/search?q=stock price VANECK ETF TRUST"" 
        target=""_blank"">VANECK ETF TRUST</a>",92189F700,761800,['CITADEL ADVISORS LLC']
AMPLIFY ETF TR,"<a href=""http://www.google.com/search?q=stock price AMPLIFY ETF TR"" 
        target=""_blank"">AMPLIFY ETF TR</a>",032108607,761175,['CITADEL ADVISORS LLC']
BRP INC,"<a href=""http://www.google.com/search?q=stock price BRP INC"" 
        target=""_blank"">BRP INC</a>",05577W200,759914,['CITADEL ADVISORS LLC']
SQUARESPACE INC,"<a href=""http://www.google.com/search?q=stock price SQUARESPACE INC"" 
        target=""_blank"">SQUARESPACE INC</a>",85225A107,755929,['CITADEL ADVISORS LLC']
AMPLIFY ENERGY CORP NEW,"<a href=""http://www.google.com/search?q=stock price AMPLIFY ENERGY CORP NEW"" 
        target=""_blank"">AMPLIFY ENERGY CORP NEW</a>",03212B103,751331,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
TELEFLEX INCORPORATED,"<a href=""http://www.google.com/search?q=stock price TELEFLEX INCORPORATED"" 
        target=""_blank"">TELEFLEX INCORPORATED</a>",879369106,748020,['CITADEL ADVISORS LLC']
TERNIUM SA,"<a href=""http://www.google.com/search?q=stock price TERNIUM SA"" 
        target=""_blank"">TERNIUM SA</a>",880890108,747472,['CITADEL ADVISORS LLC']
NCINO INC,"<a href=""http://www.google.com/search?q=stock price NCINO INC"" 
        target=""_blank"">NCINO INC</a>",63947X101,746586,['CITADEL ADVISORS LLC']
IRIS ENERGY LTD,"<a href=""http://www.google.com/search?q=stock price IRIS ENERGY LTD"" 
        target=""_blank"">IRIS ENERGY LTD</a>",Q4982L109,746460,['CITADEL ADVISORS LLC']
ABCELLERA BIOLOGICS INC,"<a href=""http://www.google.com/search?q=stock price ABCELLERA BIOLOGICS INC"" 
        target=""_blank"">ABCELLERA BIOLOGICS INC</a>",00288U106,745726,['CITADEL ADVISORS LLC']
ETF MANAGERS GRP COMMDTY TR,"<a href=""http://www.google.com/search?q=stock price ETF MANAGERS GRP COMMDTY TR"" 
        target=""_blank"">ETF MANAGERS GRP COMMDTY TR</a>",26923H200,742152,['CITADEL ADVISORS LLC']
KIMCO RLTY CORP,"<a href=""http://www.google.com/search?q=stock price KIMCO RLTY CORP"" 
        target=""_blank"">KIMCO RLTY CORP</a>",49446R109,741588,['CITADEL ADVISORS LLC']
TIDAL ETF TR II,"<a href=""http://www.google.com/search?q=stock price TIDAL ETF TR II"" 
        target=""_blank"">TIDAL ETF TR II</a>",88634T709,738467,['CITADEL ADVISORS LLC']
CALIX INC,"<a href=""http://www.google.com/search?q=stock price CALIX INC"" 
        target=""_blank"">CALIX INC</a>",13100M509,738361,['CITADEL ADVISORS LLC']
PEGASYSTEMS INC,"<a href=""http://www.google.com/search?q=stock price PEGASYSTEMS INC"" 
        target=""_blank"">PEGASYSTEMS INC</a>",705573103,737786,"['CITADEL ADVISORS LLC', 'CITADEL ADVISORS LLC']"
ITURAN LOCATION AND CONTROL,"<a href=""http://www.google.com/search?q=stock price ITURAN LOCATION AND CONTROL"" 
        target=""_blank"">ITURAN LOCATION AND CONTROL</a>",M6158M104,732756,['CITADEL ADVISORS LLC']
GDS HLDGS LTD,"<a href=""http://www.google.com/search?q=stock price GDS HLDGS LTD"" 
        target=""_blank"">GDS HLDGS LTD</a>",36165L108,729600,"['CITADEL ADVISORS LLC', 'D. E. Shaw & Co., Inc']"
CARDLYTICS INC,"<a href=""http://www.google.com/search?q=stock price CARDLYTICS INC"" 
        target=""_blank"">CARDLYTICS INC</a>",14161W105,729432,['CITADEL ADVISORS LLC']
AMERESCO INC,"<a href=""http://www.google.com/search?q=stock price AMERESCO INC"" 
        target=""_blank"">AMERESCO INC</a>",02361E108,728410,['CITADEL ADVISORS LLC']
PROSHARES TR,"<a href=""http://www.google.com/search?q=stock price PROSHARES TR"" 
        target=""_blank"">PROSHARES TR</a>",74347G390,728302,['CITADEL ADVISORS LLC']
LIQUIDIA CORPORATION,"<a href=""http://www.google.com/search?q=stock price LIQUIDIA CORPORATION"" 
        target=""_blank"">LIQUIDIA CORPORATION</a>",53635D202,725409,['CITADEL ADVISORS LLC']
ARCTURUS THERAPEUTICS HLDGS,"<a href=""http://www.google.com/search?q=stock price ARCTURUS THERAPEUTICS HLDGS"" 
        target=""_blank"">ARCTURUS THERAPEUTICS HLDGS</a>",03969T109,725190,['CITADEL ADVISORS LLC']
ROCKET PHARMACEUTICALS INC,"<a href=""http://www.google.com/search?q=stock price ROCKET PHARMACEUTICALS INC"" 
        target=""_blank"">ROCKET PHARMACEUTICALS INC</a>",77313F106,722277,['CITADEL ADVISORS LLC']
TRONOX HOLDINGS PLC,"<a href=""http://www.google.com/search?q=stock price TRONOX HOLDINGS PLC"" 
        target=""_blank"">TRONOX HOLDINGS PLC</a>",G9087Q102,720744,['CITADEL ADVISORS LLC']
PRIMERICA INC,"<a href=""http://www.google.com/search?q=stock price PRIMERICA INC"" 
        target=""_blank"">PRIMERICA INC</a>",74164M108,720160,['CITADEL ADVISORS LLC']
LANDSTAR SYS INC,"<a href=""http://www.google.com/search?q=stock price LANDSTAR SYS INC"" 
        target=""_blank"">LANDSTAR SYS INC</a>",515098101,716505,['CITADEL ADVISORS LLC']
RPC INC,"<a href=""http://www.google.com/search?q=stock price RPC INC"" 
        target=""_blank"">RPC INC</a>",749660106,714896,['CITADEL ADVISORS LLC']
GILDAN ACTIVEWEAR INC,"<a href=""http://www.google.com/search?q=stock price GILDAN ACTIVEWEAR INC"" 
        target=""_blank"">GILDAN ACTIVEWEAR INC</a>",375916103,714096,['CITADEL ADVISORS LLC']
TELLURIAN INC NEW,"<a href=""http://www.google.com/search?q=stock price TELLURIAN INC NEW"" 
        target=""_blank"">TELLURIAN INC NEW</a>",87968A104,714042,['CITADEL ADVISORS LLC']
NUVALENT INC,"<a href=""http://www.google.com/search?q=stock price NUVALENT INC"" 
        target=""_blank"">NUVALENT INC</a>",670703107,713823,['CITADEL ADVISORS LLC']
TRAVERE THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price TRAVERE THERAPEUTICS INC"" 
        target=""_blank"">TRAVERE THERAPEUTICS INC</a>",89422G107,713806,['CITADEL ADVISORS LLC']
CRESCENT PT ENERGY CORP,"<a href=""http://www.google.com/search?q=stock price CRESCENT PT ENERGY CORP"" 
        target=""_blank"">CRESCENT PT ENERGY CORP</a>",22576C101,713790,['CITADEL ADVISORS LLC']
SPDR SER TR,"<a href=""http://www.google.com/search?q=stock price SPDR SER TR"" 
        target=""_blank"">SPDR SER TR</a>",78468R549,709884,['CITADEL ADVISORS LLC']
DIREXION SHS ETF TR,"<a href=""http://www.google.com/search?q=stock price DIREXION SHS ETF TR"" 
        target=""_blank"">DIREXION SHS ETF TR</a>",25460G187,709716,['CITADEL ADVISORS LLC']
PLIANT THERAPEUTICS INC,"<a href=""http://www.google.com/search?q=stock price PLIANT THERAPEUTICS INC"" 
        target=""_blank"">PLIANT THERAPEUTICS INC</a>",729139105,706290,['CITADEL ADVISORS LLC']
VANECK ETF TRUST,"<a href=""http://www.google.com/search?q=stock price VANECK ETF TRUST"" 
        target=""_blank"">VANECK ETF TRUST</a>",92189H201,705450,['CITADEL ADVISORS LLC']
MILLERKNOLL INC,"<a href=""http://www.google.com/search?q=stock price MILLERKNOLL INC"" 
        target=""_blank"">MILLERKNOLL INC</a>",600544100,704352,['CITADEL ADVISORS LLC']
VANGUARD WORLD FDS,"<a href=""http://www.google.com/search?q=stock price VANGUARD WORLD FDS"" 
        target=""_blank"">VANGUARD WORLD FDS</a>",92204A108,700465,['CITADEL ADVISORS LLC']
IMMUNOCORE HLDGS PLC,"<a href=""http://www.google.com/search?q=stock price IMMUNOCORE HLDGS PLC"" 
        target=""_blank"">IMMUNOCORE HLDGS PLC</a>",45258D105,696864,['CITADEL ADVISORS LLC']
PAR TECHNOLOGY CORP,"<a href=""http://www.google.com/search?q=stock price PAR TECHNOLOGY CORP"" 
        target=""_blank"">PAR TECHNOLOGY CORP</a>",698884103,696640,['CITADEL ADVISORS LLC']
BARNES GROUP INC,"<a href=""http://www.google.com/search?q=stock price BARNES GROUP INC"" 
        target=""_blank"">BARNES GROUP INC</a>",067806109,691756,['CITADEL ADVISORS LLC']
TUPPERWARE BRANDS CORP,"<a href=""http://www.google.com/search?q=stock price TUPPERWARE BRANDS CORP"" 
        target=""_blank"">TUPPERWARE BRANDS CORP</a>",899896104,688400,['CITADEL ADVISORS LLC']
AUTOHOME INC,"<a href=""http://www.google.com/search?q=stock price AUTOHOME INC"" 
        target=""_blank"">AUTOHOME INC</a>",05278C107,687470,['CITADEL ADVISORS LLC']
APPLIED DIGITAL CORP,"<a href=""http://www.google.com/search?q=stock price APPLIED DIGITAL CORP"" 
        target=""_blank"">APPLIED DIGITAL CORP</a>",038169207,686806,['CITADEL ADVISORS LLC']
LIBERTY ENERGY INC,"<a href=""http://www.google.com/search?q=stock price LIBERTY ENERGY INC"" 
        target=""_blank"">LIBERTY ENERGY INC</a>",53115L104,685692,['CITADEL ADVISORS LLC']
SFL CORPORATION LTD,"<a href=""http://www.google.com/search?q=stock price SFL CORPORATION LTD"" 
        target=""_blank"">SFL CORPORATION LTD</a>",G7738W106,684696,['CITADEL ADVISORS LLC']
HEALTHEQUITY INC,"<a href=""http://www.google.com/search?q=stock price HEALTHEQUITY INC"" 
        target=""_blank"">HEALTHEQUITY INC</a>",42226A107,682890,['CITADEL ADVISORS LLC']
SUN CTRY AIRLS HLDGS INC,"<a href=""http://www.google.com/search?q=stock price SUN CTRY AIRLS HLDGS INC"" 
        target=""_blank"">SUN CTRY AIRLS HLDGS INC</a>",866683105,681109,['CITADEL ADVISORS LLC']
AVANGRID INC,"<a href=""http://www.google.com/search?q=stock price AVANGRID INC"" 
        target=""_blank"">AVANGRID INC</a>",05351W103,680610,['CITADEL ADVISORS LLC']
MALIBU BOATS INC,"<a href=""http://www.google.com/search?q=stock price MALIBU BOATS INC"" 
        target=""_blank"">MALIBU BOATS INC</a>",56117J100,679768,['CITADEL ADVISORS LLC']
MITEK SYS INC,"<a href=""http://www.google.com/search?q=stock price MITEK SYS INC"" 
        target=""_blank"">MITEK SYS INC</a>",606710200,679384,['CITADEL ADVISORS LLC']
ENLINK MIDSTREAM LLC,"<a href=""http://www.google.com/search?q=stock price ENLINK MIDSTREAM LLC"" 
        target=""_blank"">ENLINK MIDSTREAM LLC</a>",29336T100,676096,['CITADEL ADVISORS LLC']
