nameOfIssuer,titleOfClass,cusip,value,shrsOrPrnAmt,investmentDiscretion,votingAuthority,sshPrnamt,sshPrnamtType,cik,filingDate,reportDate,fund_name,figi,putCall,otherManager
PRIME NO ACQUISITION I CORP,*W EXP 07/31/202,74168P115,5185000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
PROOF ACQUISITION CORP I,*W EXP 99/99/999,74349W112,5215000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
QOMOLANGMA ACQUISITION CORP,*W EXP 09/29/202,74738V113,5135000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
QOMOLANGMA ACQUISITION CORP,COM,74738V105,2063479,"{'sshPrnamt': '200923', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200923', 'Shared': '0', 'None': '0'}",200923,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
QUADRO ACQUISITION ONE CORP,*W EXP 06/30/202,G52807115,4800735,"{'sshPrnamt': '468593', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '468593', 'Shared': '0', 'None': '0'}",468593,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
REDWOODS ACQUISITION CORP,RIGHT 03/15/2027,758083125,108569,"{'sshPrnamt': '1085687', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1085687', 'Shared': '0', 'None': '0'}",1085687,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
REDWOODS ACQUISITION CORP,*W EXP 03/15/202,758083117,9819171,"{'sshPrnamt': '950549', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '950549', 'Shared': '0', 'None': '0'}",950549,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
REGIONS FINANCIAL CORP NEW,COM,7591EP100,9525085,"{'sshPrnamt': '513205', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '513205', 'Shared': '0', 'None': '0'}",513205,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
RELATIVITY ACQUISITION CORP,*W EXP 12/15/202,75944B114,0,"{'sshPrnamt': '950000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '950000', 'Shared': '0', 'None': '0'}",950000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
RF ACQUISITION CORP,*W EXP 05/01/202,74954L112,9776529,"{'sshPrnamt': '950100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '950100', 'Shared': '0', 'None': '0'}",950100,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
RF ACQUISITION CORP,RIGHT 05/01/2028,74954L120,292515,"{'sshPrnamt': '1950100', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1950100', 'Shared': '0', 'None': '0'}",1950100,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
RIVERNORTH DOUBLELINE STRATE,COM,76882G107,1663901,"{'sshPrnamt': '194381', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '194381', 'Shared': '0', 'None': '0'}",194381,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
RIVERNORTH OPPORTUNITIES FD,COM,76881Y109,2181018,"{'sshPrnamt': '191991', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '191991', 'Shared': '0', 'None': '0'}",191991,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
ROSECLIFF ACQUISITION CORP I,UNIT 99/99/9999,77732R202,106337,"{'sshPrnamt': '10655', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '10655', 'Shared': '0', 'None': '0'}",10655,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
ROTH CH ACQUISITION V CO,*W EXP 12/10/202,77867R118,879491,"{'sshPrnamt': '85222', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '85222', 'Shared': '0', 'None': '0'}",85222,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SAGALIAM ACQUISITION CORP,RIGHT 05/31/2028,78661R114,205923,"{'sshPrnamt': '2490000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2490000', 'Shared': '0', 'None': '0'}",2490000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SCIPLAY CORPORATION,CL A,809087109,19960614,"{'sshPrnamt': '1176923', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1176923', 'Shared': '0', 'None': '0'}",1176923,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SCREAMING EAGLE ACQUISITN CO,CLASS A ORD SHS,G79407105,4572000,"{'sshPrnamt': '450000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '450000', 'Shared': '0', 'None': '0'}",450000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SDCL EDGE ACQUISITION CORP,CL A ORD SHS,G79471101,1943084,"{'sshPrnamt': '189200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '189200', 'Shared': '0', 'None': '0'}",189200,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SENIOR CONNECT ACQUISITN COR,*W EXP 12/31/202,81723H116,5533000,"{'sshPrnamt': '550000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '550000', 'Shared': '0', 'None': '0'}",550000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SEP ACQUISITION CORP,*W EXP 07/27/202,589381110,1461439,"{'sshPrnamt': '147321', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '147321', 'Shared': '0', 'None': '0'}",147321,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SEP ACQUISITION CORP,CLASS A COM,589381102,299587,"{'sshPrnamt': '30200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '30200', 'Shared': '0', 'None': '0'}",30200,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SERITAGE GROWTH PPTYS,CL A,81752R100,102310,"{'sshPrnamt': '13000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '13000', 'Shared': '0', 'None': '0'}",13000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,Put,
SHOULDERUP TECHNOLOGY ACQUIS,*W EXP 11/17/202,82537G112,5200000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SIGNAL HILL ACQUISITION CORP,*W EXP 02/10/202,82664R113,2038622,"{'sshPrnamt': '196399', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '196399', 'Shared': '0', 'None': '0'}",196399,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SK GROWTH OPPORTUNITIES CORP,CLASS A COM,G8192N103,4693500,"{'sshPrnamt': '450000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '450000', 'Shared': '0', 'None': '0'}",450000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SOUTHPORT ACQUISITION CORP,*W EXP 99/99/999,84465L113,5200000,"{'sshPrnamt': '500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '500000', 'Shared': '0', 'None': '0'}",500000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SPDR SER TR,BBG CONV SEC ETF,78464A359,8744654,"{'sshPrnamt': '130381', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '130381', 'Shared': '0', 'None': '0'}",130381,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SPORTSMAP TECH ACQUISITIN CO,*W EXP 09/01/202,84921J116,599320,"{'sshPrnamt': '57738', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '57738', 'Shared': '0', 'None': '0'}",57738,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SPREE ACQUISITION CORP 1 LTD,*W EXP 12/22/202,G83745128,1001895,"{'sshPrnamt': '96059', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '96059', 'Shared': '0', 'None': '0'}",96059,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
SUPER MICRO COMPUTER INC,COM,86800U104,36739292,"{'sshPrnamt': '344808', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '344808', 'Shared': '0', 'None': '0'}",344808,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TECHNOLOGY & TELECOM ACQ COR,*W EXP 04/15/202,G87119114,5158887,"{'sshPrnamt': '482590', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '482590', 'Shared': '0', 'None': '0'}",482590,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TEGNA INC,COM,87901J105,28197949,"{'sshPrnamt': '1667531', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1667531', 'Shared': '0', 'None': '0'}",1667531,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TENX KEANE ACQUISITION,RIGHT 06/30/2028,G8708L112,350066,"{'sshPrnamt': '1435284', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1435284', 'Shared': '0', 'None': '0'}",1435284,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TG VENTURE ACQUISITION CORP,*W EXP 08/15/202,87251T117,9832500,"{'sshPrnamt': '950000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '950000', 'Shared': '0', 'None': '0'}",950000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
THE GROWTH FOR GOOD ACQU COR,*W EXP 11/12/202,G41522114,5046459,"{'sshPrnamt': '493300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '493300', 'Shared': '0', 'None': '0'}",493300,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
THUNDER BRIDGE CAP PRTNRS II,COM CL A,88605T100,396622,"{'sshPrnamt': '39583', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '39583', 'Shared': '0', 'None': '0'}",39583,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TIO TECH A,*W EXP 04/12/202,G8T10C114,1853819,"{'sshPrnamt': '182104', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '182104', 'Shared': '0', 'None': '0'}",182104,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TLGY ACQUISITION CORPORATION,*W EXP 11/09/202,G8656T125,3047584,"{'sshPrnamt': '290800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '290800', 'Shared': '0', 'None': '0'}",290800,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TMT ACQUISITION CORP,UNIT 03/27/2028,G89229101,714000,"{'sshPrnamt': '70000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '70000', 'Shared': '0', 'None': '0'}",70000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TPG PACE BENEFICIAL II CORP,COMMON STOCK,G89826104,4486545,"{'sshPrnamt': '450000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '450000', 'Shared': '0', 'None': '0'}",450000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TRAILBLAZER MERGER CORP I,UNIT 04/21/2028,89278D208,454050,"{'sshPrnamt': '45000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '45000', 'Shared': '0', 'None': '0'}",45000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TURNING PT BRANDS INC,NOTE 2.500% 7/1,90041LAE5,1308079,"{'sshPrnamt': '1400000', 'sshPrnamtType': 'PRN'}",SOLE,"{'Sole': '1400000', 'Shared': '0', 'None': '0'}",1400000,PRN,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TURNING PT BRANDS INC,COM,90041L105,17970183,"{'sshPrnamt': '855723', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '855723', 'Shared': '0', 'None': '0'}",855723,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
TWELVE SEAS INVESTMENT CO II,*W EXP 03/02/202,90118T114,939500,"{'sshPrnamt': '91748', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '91748', 'Shared': '0', 'None': '0'}",91748,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VALARIS LIMITED,CL A,G9460G101,27318629,"{'sshPrnamt': '419899', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '419899', 'Shared': '0', 'None': '0'}",419899,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VALUENCE MERGER CORP I,*W EXP 02/18/202,G9R16L118,5020620,"{'sshPrnamt': '476792', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '476792', 'Shared': '0', 'None': '0'}",476792,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VISCOGLIOSI BROS ACQUISTN CO,*W EXP 03/18/202,92838K118,1671381,"{'sshPrnamt': '160094', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '160094', 'Shared': '0', 'None': '0'}",160094,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VISION SENSING ACQUISITION C,*W EXP 10/21/202,92838J111,1038062,"{'sshPrnamt': '98863', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '98863', 'Shared': '0', 'None': '0'}",98863,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VIVEON HEALTH ACQUISITION CO,RIGHT 12/31/2025,92853V122,5908,"{'sshPrnamt': '118161', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '118161', 'Shared': '0', 'None': '0'}",118161,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VMG CONSUMER ACQUISITION COR,*W EXP 11/03/202,91842V110,2491183,"{'sshPrnamt': '241160', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '241160', 'Shared': '0', 'None': '0'}",241160,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
VMWARE INC,CL A COM,928563402,39929277,"{'sshPrnamt': '319818', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '319818', 'Shared': '0', 'None': '0'}",319818,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
WEATHERFORD INTL PLC,ORD SHS,G48833118,36897717,"{'sshPrnamt': '621697', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '621697', 'Shared': '0', 'None': '0'}",621697,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
WESTERN ACQSTN VENTURES CORP,*W EXP 09/01/202,95758L115,7046472,"{'sshPrnamt': '690154', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '690154', 'Shared': '0', 'None': '0'}",690154,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
WILLIAMS ROWLAND ACQUISITION,COM,96951B102,1243543,"{'sshPrnamt': '120730', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '120730', 'Shared': '0', 'None': '0'}",120730,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
WINVEST ACQUISITION CORP,RIGHT 99/99/9999,97655B125,140250,"{'sshPrnamt': '1500000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1500000', 'Shared': '0', 'None': '0'}",1500000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
YOTTA ACQUISITION CORPORATIO,*W EXP 03/15/202,98741Y111,9302160,"{'sshPrnamt': '904000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '904000', 'Shared': '0', 'None': '0'}",904000,SH,1535392,2023-05-15,2023-03-31,MANGROVE PARTNERS,,,
AT&T INC,COM,00206R102,21943866,"{'sshPrnamt': '1375791', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1375791', 'Shared': '0', 'None': '0'}",1375791,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
ISHARES INC,MSCI BRAZIL ETF,464286400,25113792,"{'sshPrnamt': '774400', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '774400', 'Shared': '0', 'None': '0'}",774400,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
ISHARES TR,CHINA LG-CAP ETF,464287184,54380000,"{'sshPrnamt': '2000000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '2000000', 'Shared': '0', 'None': '0'}",2000000,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,Call,
ISHARES TR,MSCI ACWI ETF,464288257,498888000,"{'sshPrnamt': '5200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '5200000', 'Shared': '0', 'None': '0'}",5200000,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
ISHARES TR,MSCI EMG MKT ETF,464287234,24321488,"{'sshPrnamt': '614800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '614800', 'Shared': '0', 'None': '0'}",614800,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
ISHARES TR,CORE S&P500 ETF,464287200,227757810,"{'sshPrnamt': '511000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '511000', 'Shared': '0', 'None': '0'}",511000,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
ISHARES TR,CHINA LG-CAP ETF,464287184,36195328,"{'sshPrnamt': '1331200', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1331200', 'Shared': '0', 'None': '0'}",1331200,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
JOBY AVIATION INC,COMMON STOCK,G65163100,6156000,"{'sshPrnamt': '600000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '600000', 'Shared': '0', 'None': '0'}",600000,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,Put,
SELECT SECTOR SPDR TR,ENERGY,81369Y506,23539300,"{'sshPrnamt': '290000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '290000', 'Shared': '0', 'None': '0'}",290000,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
SELECT SECTOR SPDR TR,SBI INT-INDS,81369Y704,59026000,"{'sshPrnamt': '550000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '550000', 'Shared': '0', 'None': '0'}",550000,SH,0001534949,2023-08-04,2023-06-30,"MKP Capital Management, L.L.C.",,,
AFLAC INC,COM,001055102,4474656,"{'sshPrnamt': '69353', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '69353', 'Shared': '0', 'None': '0'}",69353,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
ISHARES TR,RUSSELL 2000 ETF,464287655,35680000,"{'sshPrnamt': '200000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '200000', 'Shared': '0', 'None': '0'}",200000,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,Call,
ISHARES TR,MSCI ACWI ETF,464288257,525993200,"{'sshPrnamt': '5770000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '5770000', 'Shared': '0', 'None': '0'}",5770000,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
ISHARES TR,RUSSELL 2000 ETF,464287655,4460000,"{'sshPrnamt': '25000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '25000', 'Shared': '0', 'None': '0'}",25000,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
JOBY AVIATION INC,COMMON STOCK,G65163100,2604000,"{'sshPrnamt': '600000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '600000', 'Shared': '0', 'None': '0'}",600000,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,Put,
METLIFE INC,COM,59156R108,11298764,"{'sshPrnamt': '195008', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '195008', 'Shared': '0', 'None': '0'}",195008,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
PRINCIPAL FINANCIAL GROUP IN,COM,74251V102,4547938,"{'sshPrnamt': '61194', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '61194', 'Shared': '0', 'None': '0'}",61194,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
PRUDENTIAL FINL INC,COM,744320102,26695813,"{'sshPrnamt': '322647', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '322647', 'Shared': '0', 'None': '0'}",322647,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
SELECT SECTOR SPDR TR,ENERGY,81369Y506,38015491,"{'sshPrnamt': '458958', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '458958', 'Shared': '0', 'None': '0'}",458958,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
SELECT SECTOR SPDR TR,FINANCIAL,81369Y605,4018750,"{'sshPrnamt': '125000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '125000', 'Shared': '0', 'None': '0'}",125000,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
SELECT SECTOR SPDR TR,FINANCIAL,81369Y605,56262500,"{'sshPrnamt': '1750000', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1750000', 'Shared': '0', 'None': '0'}",1750000,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,Call,
SPDR SER TR,S&P REGL BKG,78464A698,25780908,"{'sshPrnamt': '587800', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '587800', 'Shared': '0', 'None': '0'}",587800,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,Call,
SPDR SER TR,S&P REGL BKG,78464A698,4004418,"{'sshPrnamt': '91300', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '91300', 'Shared': '0', 'None': '0'}",91300,SH,0001534949,2023-05-15,2023-03-31,"MKP Capital Management, L.L.C.",,,
ADVANCED DRAIN SYS INC DEL,COM,00790R104,36566389,"{'sshPrnamt': '321378', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '321378', 'Shared': '0', 'None': '0'}",321378,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000G7CDN9,,
COGENT COMMUNICATIONS HLDGS,COM NEW,19239V302,49612581,"{'sshPrnamt': '737295', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '737295', 'Shared': '0', 'None': '0'}",737295,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000D0SMY8,,
CREDIT ACCEP CORP MICH,COM,225310101,5161077,"{'sshPrnamt': '10161', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '10161', 'Shared': '0', 'None': '0'}",10161,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000CS0D96,,
EUROPEAN WAX CTR INC,CLASS A COM,29882P106,36838403,"{'sshPrnamt': '1977370', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1977370', 'Shared': '0', 'None': '0'}",1977370,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG011RWTYW5,,
FISERV INC,COM,337738108,52842469,"{'sshPrnamt': '418886', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '418886', 'Shared': '0', 'None': '0'}",418886,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000BJKPG0,,
GRUPO TELEVISA S A B,SPON ADR REP ORD,40049J206,28645212,"{'sshPrnamt': '5583862', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '5583862', 'Shared': '0', 'None': '0'}",5583862,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000BJDPF9,,
INTUITIVE SURGICAL INC,COM NEW,46120E602,50203631,"{'sshPrnamt': '146820', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '146820', 'Shared': '0', 'None': '0'}",146820,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000BJPDZ1,,
MASIMO CORP,COM,574795100,21761738,"{'sshPrnamt': '132250', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '132250', 'Shared': '0', 'None': '0'}",132250,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000C3W281,,
META PLATFORMS INC,CL A,30303M102,61275396,"{'sshPrnamt': '213518', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '213518', 'Shared': '0', 'None': '0'}",213518,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000MM2P62,,
MICROSOFT CORP,COM,594918104,29487018,"{'sshPrnamt': '86589', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '86589', 'Shared': '0', 'None': '0'}",86589,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000BPH459,,
PROLOGIS INC.,COM,74340W103,32441031,"{'sshPrnamt': '264544', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '264544', 'Shared': '0', 'None': '0'}",264544,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000B9Z0J8,,
RENTOKIL INITIAL PLC,SPONSORED ADR,760125104,23741642,"{'sshPrnamt': '608604', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '608604', 'Shared': '0', 'None': '0'}",608604,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000BVPG41,,
RH,COM,74967X103,35682732,"{'sshPrnamt': '108264', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '108264', 'Shared': '0', 'None': '0'}",108264,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG002293PJ4,,
SOTERA HEALTH CO,COM,83601L102,68887951,"{'sshPrnamt': '3656473', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '3656473', 'Shared': '0', 'None': '0'}",3656473,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG008LZG0Z5,,
SPIRIT AIRLS INC,COM,848577102,19631915,"{'sshPrnamt': '1144051', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '1144051', 'Shared': '0', 'None': '0'}",1144051,SH,1425649,2023-08-11,2023-06-30,MIG CAPITAL,BBG000BF6RQ9,,
ADVANCED DRAIN SYS INC DEL,COM,00790R104,27063241,"{'sshPrnamt': '321378', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '321378', 'Shared': '0', 'None': '0'}",321378,SH,1425649,2023-05-15,2023-03-31,MIG CAPITAL,BBG000G7CDN9,,
CARMAX INC,COM,143130102,12027367,"{'sshPrnamt': '187109', 'sshPrnamtType': 'SH'}",SOLE,"{'Sole': '187109', 'Shared': '0', 'None': '0'}",187109,SH,1425649,2023-05-15,2023-03-31,MIG CAPITAL,BBG000BLMZK6,,
